,Sensor-id,Timestamp,Value,uncertainty
0,1,2020-04-06 00:00:00,13.961833333333333,1.1637319421296297
1,1,2020-04-06 00:01:00,13.97075,1.154815275462962
2,1,2020-04-06 00:02:00,14.874333333333333,0.25123194212963007
3,1,2020-04-06 00:03:00,15.275916666666667,0.15035139120370467
4,1,2020-04-06 00:04:00,15.52275,0.3971847245370377
5,1,2020-04-06 00:05:00,14.416666666666666,0.7088986087962965
6,1,2020-04-06 00:06:00,14.152583333333332,0.9729819421296302
7,1,2020-04-06 00:07:00,14.426083333333333,0.6994819421296299
8,1,2020-04-06 00:08:00,15.646083333333335,0.5205180578703725
9,1,2020-04-06 00:09:00,14.688083333333331,0.4374819421296312
10,1,2020-04-06 00:10:00,15.084,0.04156527546296296
11,1,2020-04-06 00:11:00,13.831666666666663,1.2938986087962991
12,1,2020-04-06 00:12:00,15.41825,0.29268472453703787
13,1,2020-04-06 00:13:00,15.561333333333332,0.4357680578703693
14,1,2020-04-06 00:14:00,13.948916666666667,1.1766486087962953
15,1,2020-04-06 00:15:00,14.327,0.7985652754629626
16,1,2020-04-06 00:16:00,13.914666666666667,1.2108986087962954
17,1,2020-04-06 00:17:00,14.419,0.7065652754629621
18,1,2020-04-06 00:18:00,15.016416666666666,0.10914860879629629
19,1,2020-04-06 00:19:00,14.638333333333334,0.48723194212962895
20,1,2020-04-06 00:20:00,14.231416666666666,0.8941486087962964
21,1,2020-04-06 00:21:00,14.584083333333334,0.5414819421296286
22,1,2020-04-06 00:22:00,14.031166666666666,1.094398608796297
23,1,2020-04-06 00:23:00,15.114333333333333,0.011231942129629857
24,1,2020-04-06 00:24:00,14.44025,0.6853152754629619
25,1,2020-04-06 00:25:00,14.46525,0.6603152754629633
26,1,2020-04-06 00:26:00,15.445,0.3194347245370377
27,1,2020-04-06 00:27:00,14.316083333333331,0.8094819421296311
28,1,2020-04-06 00:28:00,14.597499999999998,0.5280652754629642
29,1,2020-04-06 00:29:00,14.680333333333332,0.4452319421296309
30,1,2020-04-06 00:30:00,14.187,0.9385652754629632
31,1,2020-04-06 00:31:00,15.2785,0.15293472453703671
32,1,2020-04-06 00:32:00,13.954666666666668,1.1708986087962945
33,1,2020-04-06 00:33:00,15.558749999999998,0.4331847245370355
34,1,2020-04-06 00:34:00,14.567416666666666,0.5581486087962961
35,1,2020-04-06 00:35:00,15.426666666666668,0.30110139120370505
36,1,2020-04-06 00:36:00,14.250916666666669,0.8746486087962939
37,1,2020-04-06 00:37:00,15.34625,0.2206847245370369
38,1,2020-04-06 00:38:00,14.672,0.453565275462962
39,1,2020-04-06 00:39:00,14.632,0.4935652754629629
40,1,2020-04-06 00:40:00,15.138833333333332,0.013268057870369887
41,1,2020-04-06 00:41:00,14.872750000000002,0.2528152754629609
42,1,2020-04-06 00:42:00,13.9105,1.2150652754629618
43,1,2020-04-06 00:43:00,14.365166666666669,0.7603986087962937
44,1,2020-04-06 00:44:00,15.28625,0.1606847245370382
45,1,2020-04-06 00:45:00,14.921416666666667,0.20414860879629515
46,1,2020-04-06 00:46:00,15.562833333333332,0.4372680578703694
47,1,2020-04-06 00:47:00,15.059,0.06656527546296331
48,1,2020-04-06 00:48:00,14.013833333333332,1.1117319421296301
49,1,2020-04-06 00:49:00,14.455916666666669,0.6696486087962938
50,1,2020-04-06 00:50:00,14.719500000000002,0.4060652754629608
51,1,2020-04-06 00:51:00,14.407916666666663,0.7176486087962992
52,1,2020-04-06 00:52:00,14.891166666666663,0.23439860879629926
53,1,2020-04-06 00:53:00,14.387916666666667,0.7376486087962952
54,1,2020-04-06 00:54:00,15.427916666666668,0.3023513912037057
55,1,2020-04-06 00:55:00,14.097666666666669,1.0278986087962938
56,1,2020-04-06 00:56:00,15.159416666666669,0.03385139120370617
57,1,2020-04-06 00:57:00,13.458916666666669,1.6666486087962937
58,1,2020-04-06 00:58:00,14.74725,0.3783152754629633
59,1,2020-04-06 00:59:00,14.553833333333332,0.571731942129631
60,1,2020-04-06 01:00:00,13.740666666666668,1.384898608796295
61,1,2020-04-06 01:01:00,13.892333333333331,1.2332319421296312
62,1,2020-04-06 01:02:00,15.052416666666666,0.0731486087962967
63,1,2020-04-06 01:03:00,15.4875,0.3619347245370381
64,1,2020-04-06 01:04:00,14.7085,0.4170652754629618
65,1,2020-04-06 01:05:00,14.443,0.682565275462963
66,1,2020-04-06 01:06:00,14.7515,0.37406527546296253
67,1,2020-04-06 01:07:00,14.585166666666666,0.5403986087962966
68,1,2020-04-06 01:08:00,15.346666666666666,0.2211013912037032
69,1,2020-04-06 01:09:00,14.3115,0.814065275462962
70,1,2020-04-06 01:10:00,14.18475,0.9408152754629633
71,1,2020-04-06 01:11:00,14.764166666666666,0.3613986087962964
72,1,2020-04-06 01:12:00,15.175916666666666,0.050351391203703244
73,1,2020-04-06 01:13:00,15.243166666666667,0.11760139120370461
74,1,2020-04-06 01:14:00,14.206666666666663,0.9188986087962991
75,1,2020-04-06 01:15:00,14.716916666666668,0.4086486087962946
76,1,2020-04-06 01:16:00,15.0895,0.03606527546296334
77,1,2020-04-06 01:17:00,15.935416666666669,0.809851391203706
78,1,2020-04-06 01:18:00,14.466833333333334,0.6587319421296289
79,1,2020-04-06 01:19:00,14.442583333333332,0.682981942129631
80,1,2020-04-06 01:20:00,14.479166666666666,0.6463986087962965
81,1,2020-04-06 01:21:00,15.066333333333333,0.0592319421296299
82,1,2020-04-06 01:22:00,14.456416666666668,0.669148608796295
83,1,2020-04-06 01:23:00,14.763666666666666,0.361898608796297
84,1,2020-04-06 01:24:00,15.548416666666668,0.4228513912037055
85,1,2020-04-06 01:25:00,16.031916666666667,0.9063513912037049
86,1,2020-04-06 01:26:00,15.410916666666669,0.28535139120370623
87,1,2020-04-06 01:27:00,13.778083333333331,1.3474819421296313
88,1,2020-04-06 01:28:00,14.851416666666664,0.274148608796299
89,1,2020-04-06 01:29:00,14.225583333333333,0.8999819421296298
90,1,2020-04-06 01:30:00,14.1315,0.9940652754629618
91,1,2020-04-06 01:31:00,14.226,0.8995652754629617
92,1,2020-04-06 01:32:00,14.171833333333332,0.9537319421296306
93,1,2020-04-06 01:33:00,15.695166666666664,0.569601391203701
94,1,2020-04-06 01:34:00,14.357833333333334,0.7677319421296289
95,1,2020-04-06 01:35:00,14.773,0.3525652754629629
96,1,2020-04-06 01:36:00,14.605083333333331,0.5204819421296314
97,1,2020-04-06 01:37:00,15.315083333333334,0.18951805787037124
98,1,2020-04-06 01:38:00,14.841833333333334,0.28373194212962893
99,1,2020-04-06 01:39:00,14.181416666666664,0.9441486087962989
100,1,2020-04-06 01:40:00,14.445916666666667,0.6796486087962954
101,1,2020-04-06 01:41:00,14.924416666666666,0.2011486087962968
102,1,2020-04-06 01:42:00,14.226,0.8995652754629617
103,1,2020-04-06 01:43:00,15.252333333333333,0.12676805787037004
104,1,2020-04-06 01:44:00,14.407583333333331,0.7179819421296312
105,1,2020-04-06 01:45:00,14.720916666666668,0.40464860879629505
106,1,2020-04-06 01:46:00,14.872083333333334,0.2534819421296284
107,1,2020-04-06 01:47:00,14.055750000000002,1.069815275462961
108,1,2020-04-06 01:48:00,14.592166666666666,0.533398608796297
109,1,2020-04-06 01:49:00,15.935583333333334,0.8100180578703711
